W_x,L_x,W_PCT_x,MIN_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,W_y,L_y,W_PCT_y,MIN_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,totalPoints
23,14,0.622,265,48,98,0.49,14,36,0.389,19,22,0.864,14,32,46,24,4,7,9,19,21,18,0.538,265,45,95,0.474,13,36,0.361,23,26,0.885,13,32,45,31,7,8,13,18,255
22,14,0.611,240,41,86,0.477,15,35,0.429,23,28,0.821,7,28,35,26,9,6,9,22,23,14,0.622,240,42,84,0.5,11,29,0.379,16,20,0.8,10,39,49,26,3,6,17,22,231
19,12,0.613,240,47,88,0.534,12,29,0.414,13,14,0.929,6,33,39,31,7,3,9,20,19,15,0.559,240,41,81,0.506,14,38,0.368,18,23,0.783,6,27,33,25,5,9,11,16,233
18,12,0.6,240,41,93,0.441,11,37,0.297,20,22,0.909,13,36,49,27,8,7,12,23,8,26,0.235,240,31,79,0.392,6,23,0.261,25,34,0.735,11,35,46,15,6,1,22,15,206
17,12,0.586,265,32,80,0.4,15,42,0.357,25,27,0.926,4,37,41,22,8,1,16,21,13,18,0.419,265,37,88,0.42,11,40,0.275,16,20,0.8,9,41,50,24,6,3,15,20,205
16,12,0.571,240,39,85,0.459,15,38,0.395,25,31,0.806,11,38,49,23,11,5,15,13,14,16,0.467,240,39,94,0.415,17,43,0.395,11,13,0.846,13,35,48,31,8,6,17,21,224
15,12,0.556,240,43,84,0.512,16,35,0.457,21,27,0.778,4,38,42,34,10,4,11,21,14,12,0.538,240,38,92,0.413,10,42,0.238,17,20,0.85,13,35,48,21,5,4,17,22,226
14,12,0.538,240,46,83,0.554,13,27,0.481,26,32,0.813,9,32,41,31,6,6,15,24,7,20,0.259,240,38,93,0.409,11,30,0.367,26,30,0.867,15,30,45,21,12,3,15,24,244
13,12,0.52,265,48,90,0.533,18,40,0.45,19,22,0.864,7,35,42,30,14,2,21,30,10,15,0.4,265,44,88,0.5,11,31,0.355,23,30,0.767,7,30,37,29,12,4,19,23,255
12,9,0.571,240,39,86,0.453,10,28,0.357,16,18,0.889,10,27,37,23,10,3,12,19,11,10,0.524,240,37,74,0.5,12,27,0.444,15,22,0.682,8,34,42,26,7,6,19,21,205
9,8,0.529,240,43,99,0.434,16,32,0.5,13,16,0.813,20,29,49,19,9,4,9,12,8,10,0.444,240,44,80,0.55,9,28,0.321,9,13,0.692,4,31,35,31,5,13,15,15,221
8,8,0.5,240,34,71,0.479,14,32,0.438,27,32,0.844,4,35,39,21,10,1,22,24,8,8,0.5,240,40,85,0.471,12,36,0.333,20,24,0.833,8,35,43,28,9,2,17,25,221
8,7,0.533,240,40,78,0.513,13,28,0.464,17,26,0.654,6,35,41,28,5,5,18,18,11,4,0.733,240,41,90,0.456,12,36,0.333,8,21,0.381,8,34,42,22,8,7,12,18,212
7,7,0.5,240,40,83,0.482,4,23,0.174,21,26,0.808,8,31,39,21,12,14,12,19,10,5,0.667,240,37,94,0.394,11,37,0.297,13,23,0.565,18,32,50,23,3,4,17,17,203
6,7,0.462,240,44,80,0.55,8,24,0.333,25,31,0.806,2,29,31,24,10,5,12,26,8,5,0.615,240,40,89,0.449,6,24,0.25,23,27,0.852,12,31,43,20,4,2,18,19,230
5,6,0.455,240,31,80,0.388,12,32,0.375,26,31,0.839,15,33,48,22,5,6,15,17,7,3,0.7,240,32,73,0.438,6,19,0.316,18,22,0.818,6,31,37,19,8,5,13,24,188
4,6,0.4,240,37,98,0.378,13,47,0.277,17,21,0.81,13,31,44,27,12,8,15,25,4,4,0.5,240,37,80,0.463,9,33,0.273,23,27,0.852,10,40,50,24,5,8,21,21,210
4,5,0.444,240,39,84,0.464,19,36,0.528,14,20,0.7,6,26,32,25,3,1,8,25,4,4,0.5,240,45,78,0.577,5,21,0.238,26,32,0.813,7,36,43,27,4,9,7,18,232
1,3,0.25,240,38,80,0.475,19,43,0.442,25,28,0.893,7,32,39,25,8,7,7,20,1,3,0.25,240,38,90,0.422,12,44,0.273,18,23,0.783,14,33,47,27,3,4,13,23,226
0,3,0.0,240,37,84,0.44,10,31,0.323,21,28,0.75,12,28,40,26,6,5,12,15,2,1,0.667,240,43,89,0.483,16,38,0.421,12,15,0.8,12,31,43,27,5,7,14,20,219
0,2,0.0,240,36,83,0.434,5,24,0.208,11,13,0.846,6,38,44,17,6,5,10,14,1,0,1.0,240,34,84,0.405,13,42,0.31,9,14,0.643,7,41,48,24,4,6,12,16,178
45,37,0.549,240,42,99,0.424,14,37,0.378,16,22,0.727,12,35,47,29,4,3,7,21,44,38,0.537,240,49,100,0.49,5,23,0.217,16,24,0.667,14,39,53,22,3,5,10,18,233
45,35,0.563,240,41,79,0.519,17,36,0.472,20,25,0.8,7,26,33,26,4,6,10,16,52,28,0.65,240,44,83,0.53,8,23,0.348,19,23,0.826,9,29,38,24,7,2,12,19,234
44,35,0.557,240,43,89,0.483,10,33,0.303,19,26,0.731,15,42,57,25,7,7,13,12,20,59,0.253,240,35,90,0.389,13,40,0.325,11,14,0.786,9,29,38,25,7,5,12,16,209
42,35,0.545,240,37,88,0.42,10,27,0.37,16,21,0.762,13,38,51,28,8,7,16,16,51,26,0.662,240,38,95,0.4,6,26,0.231,11,20,0.55,15,36,51,19,11,5,11,16,193
41,35,0.539,240,40,96,0.417,6,20,0.3,21,27,0.778,15,33,48,23,11,8,8,16,39,38,0.506,240,40,90,0.444,12,35,0.343,8,12,0.667,16,38,54,24,4,4,21,24,207
39,35,0.527,240,47,93,0.505,15,32,0.469,16,19,0.842,13,32,45,35,4,9,7,22,49,25,0.662,240,34,78,0.436,13,31,0.419,24,27,0.889,8,28,36,21,3,7,12,16,230
38,32,0.543,240,43,90,0.478,13,35,0.371,17,17,1.0,7,28,35,26,7,5,14,22,28,42,0.4,240,43,86,0.5,8,28,0.286,19,23,0.826,11,36,47,25,7,3,17,20,229
37,32,0.536,240,41,95,0.432,8,23,0.348,14,16,0.875,8,33,41,23,7,3,11,26,50,19,0.725,240,40,85,0.471,12,39,0.308,24,37,0.649,13,33,46,24,8,6,12,15,220
37,30,0.552,240,44,89,0.494,13,44,0.295,18,22,0.818,7,33,40,30,11,3,14,26,40,26,0.606,240,41,85,0.482,15,35,0.429,31,37,0.838,8,31,39,19,10,2,15,19,247
37,29,0.561,240,49,94,0.521,20,43,0.465,14,16,0.875,14,40,54,31,10,7,14,17,31,35,0.47,240,33,88,0.375,15,43,0.349,20,21,0.952,7,30,37,23,9,2,16,13,233
33,28,0.541,240,42,90,0.467,14,38,0.368,26,32,0.813,15,39,54,23,5,5,11,22,28,31,0.475,240,41,95,0.432,15,38,0.395,18,24,0.75,14,33,47,27,5,2,9,21,239
32,28,0.533,240,42,89,0.472,11,31,0.355,12,16,0.75,7,31,38,30,10,2,12,24,33,28,0.541,240,40,82,0.488,11,34,0.324,25,27,0.926,8,35,43,29,8,2,14,19,223
32,27,0.542,240,50,88,0.568,7,22,0.318,13,16,0.813,8,29,37,33,12,4,13,17,32,25,0.561,240,37,83,0.446,14,38,0.368,21,24,0.875,13,27,40,23,8,4,17,21,229
27,26,0.509,240,35,86,0.407,4,28,0.143,26,31,0.839,12,32,44,22,8,4,16,13,26,26,0.5,240,52,91,0.571,19,33,0.576,9,11,0.818,6,39,45,32,6,5,12,24,232
27,25,0.519,240,43,87,0.494,11,28,0.393,17,21,0.81,13,29,42,28,10,4,12,16,23,29,0.442,240,40,89,0.449,9,33,0.273,17,19,0.895,16,28,44,19,9,4,13,19,220
25,25,0.5,240,35,86,0.407,13,32,0.406,12,16,0.75,13,37,50,24,4,6,7,21,26,24,0.52,240,33,77,0.429,13,34,0.382,20,28,0.714,7,36,43,20,3,3,7,10,194
25,24,0.51,240,47,94,0.5,22,39,0.564,12,13,0.923,15,40,55,38,3,10,17,21,13,36,0.265,240,39,96,0.406,6,25,0.24,13,18,0.722,10,30,40,19,10,5,13,21,225
24,24,0.5,240,39,88,0.443,13,35,0.371,21,25,0.84,6,34,40,25,10,5,16,26,31,15,0.674,240,40,92,0.435,11,32,0.344,19,27,0.704,15,37,52,28,8,4,20,22,222
23,24,0.489,240,38,91,0.418,12,31,0.387,24,35,0.686,14,41,55,27,9,8,15,20,23,25,0.479,240,36,96,0.375,13,37,0.351,22,26,0.846,11,37,48,22,10,4,14,29,219
22,24,0.478,240,39,85,0.459,11,28,0.393,28,41,0.683,12,37,49,30,4,3,16,23,27,17,0.614,240,43,82,0.524,11,26,0.423,15,25,0.6,2,32,34,27,10,6,12,34,229
20,21,0.488,240,37,84,0.44,14,26,0.538,10,11,0.909,6,30,36,22,7,2,16,14,26,15,0.634,240,45,78,0.577,11,29,0.379,11,17,0.647,3,36,39,29,8,5,14,12,210
20,20,0.5,240,34,82,0.415,6,23,0.261,22,25,0.88,8,36,44,22,5,2,14,20,21,19,0.525,240,33,78,0.423,12,38,0.316,26,31,0.839,5,32,37,19,10,3,12,14,200
19,14,0.576,240,38,87,0.437,9,35,0.257,15,26,0.577,11,24,35,23,6,5,14,26,20,11,0.645,240,45,91,0.495,7,23,0.304,28,38,0.737,19,34,53,30,11,5,10,22,225
19,13,0.594,240,41,89,0.461,13,32,0.406,15,19,0.789,15,29,44,26,2,1,14,23,12,20,0.375,240,38,80,0.475,11,27,0.407,26,37,0.703,9,32,41,22,9,4,9,14,223
19,12,0.613,240,46,93,0.495,20,39,0.513,18,24,0.75,15,36,51,21,10,5,8,16,13,17,0.433,240,39,87,0.448,12,28,0.429,14,17,0.824,10,28,38,13,5,5,14,16,234
18,12,0.6,240,39,83,0.47,15,41,0.366,25,35,0.714,10,25,35,23,6,3,8,13,18,11,0.621,240,45,77,0.584,14,30,0.467,10,13,0.769,4,32,36,27,2,5,16,27,232
16,9,0.64,240,37,93,0.398,8,32,0.25,16,19,0.842,13,36,49,19,5,4,18,17,21,5,0.808,240,49,101,0.485,16,45,0.356,11,13,0.846,11,42,53,29,14,3,12,20,223
15,7,0.682,240,45,85,0.529,17,37,0.459,14,19,0.737,9,28,37,30,9,5,17,28,6,16,0.273,240,40,81,0.494,8,24,0.333,34,43,0.791,13,28,41,19,12,2,16,22,243
15,6,0.714,240,49,93,0.527,15,33,0.455,19,21,0.905,10,36,46,22,3,5,13,28,9,12,0.429,240,41,82,0.5,4,25,0.16,27,33,0.818,5,30,35,21,5,6,11,19,245
13,6,0.684,240,42,92,0.457,6,22,0.273,23,30,0.767,18,30,48,23,8,6,6,20,12,10,0.545,240,40,79,0.506,13,32,0.406,19,25,0.76,8,32,40,20,5,2,12,19,225
12,6,0.667,240,42,87,0.483,7,29,0.241,17,26,0.654,11,32,43,25,7,7,13,18,5,16,0.238,240,39,92,0.424,9,26,0.346,15,16,0.938,19,30,49,21,6,3,18,22,210
11,6,0.647,240,48,102,0.471,16,34,0.471,3,5,0.6,8,41,49,23,8,7,15,22,5,11,0.313,240,36,85,0.424,4,22,0.182,29,35,0.829,7,38,45,19,8,7,17,12,220
10,6,0.625,240,43,101,0.426,17,39,0.436,13,18,0.722,22,38,60,35,3,8,13,22,8,9,0.471,240,34,85,0.4,7,25,0.28,20,25,0.8,10,29,39,20,4,7,10,15,211
9,5,0.643,240,44,86,0.512,21,40,0.525,21,25,0.84,8,39,47,33,5,8,15,22,6,9,0.4,240,42,92,0.457,18,42,0.429,17,17,1.0,6,34,40,30,5,3,17,23,249
7,2,0.778,240,35,82,0.427,11,30,0.367,21,28,0.75,11,33,44,22,7,14,14,22,6,3,0.667,240,30,79,0.38,7,15,0.467,15,24,0.625,8,32,40,22,5,7,17,26,184
6,2,0.75,240,36,83,0.434,14,34,0.412,20,21,0.952,13,26,39,26,8,4,17,22,6,2,0.75,240,43,85,0.506,10,23,0.435,12,15,0.8,11,31,42,30,6,3,17,24,214
6,1,0.857,240,41,89,0.461,17,43,0.395,17,22,0.773,7,27,34,31,9,8,9,20,4,4,0.5,240,37,87,0.425,13,34,0.382,20,24,0.833,10,32,42,24,5,4,16,24,223
5,1,0.833,240,45,84,0.536,12,40,0.3,22,30,0.733,10,26,36,29,9,8,11,22,1,6,0.143,240,38,87,0.437,11,34,0.324,22,26,0.846,17,32,49,18,7,1,15,25,233
4,1,0.8,240,48,92,0.522,10,33,0.303,18,20,0.9,14,33,47,33,7,7,12,18,3,2,0.6,240,38,86,0.442,15,37,0.405,20,22,0.909,9,24,33,25,10,1,13,21,235
3,1,0.75,240,47,92,0.511,12,29,0.414,28,34,0.824,14,34,48,31,8,4,13,19,2,2,0.5,240,41,91,0.451,10,35,0.286,13,17,0.765,10,30,40,28,7,7,13,28,239
1,0,1.0,240,40,85,0.471,8,22,0.364,19,22,0.864,8,32,40,25,4,5,12,29,0,1,0.0,240,35,75,0.467,14,35,0.4,21,34,0.618,5,35,40,17,6,4,12,22,212
33,49,0.402,240,38,95,0.4,9,35,0.257,16,24,0.667,6,24,30,25,5,3,14,9,44,38,0.537,240,58,96,0.604,27,49,0.551,14,16,0.875,9,49,58,47,13,6,15,18,258
32,45,0.416,240,40,85,0.471,19,38,0.5,15,23,0.652,9,24,33,29,9,6,18,15,47,30,0.61,240,54,88,0.614,19,39,0.487,11,15,0.733,8,33,41,38,11,7,13,21,252
32,44,0.421,240,30,93,0.323,9,39,0.231,11,12,0.917,8,37,45,18,5,6,14,15,46,30,0.605,240,42,92,0.457,18,48,0.375,18,24,0.75,10,49,59,30,9,4,8,11,200
32,43,0.427,240,35,90,0.389,7,33,0.212,13,15,0.867,6,23,29,15,6,2,12,16,38,37,0.507,240,49,86,0.57,12,28,0.429,14,17,0.824,8,45,53,31,5,6,16,16,214
32,42,0.432,240,39,82,0.476,14,32,0.438,20,27,0.741,8,29,37,18,5,7,18,22,37,38,0.493,240,41,94,0.436,12,35,0.343,24,28,0.857,13,29,42,23,13,2,11,19,230
32,41,0.438,240,37,86,0.43,6,31,0.194,16,18,0.889,8,23,31,23,10,5,12,14,35,38,0.479,240,48,84,0.571,17,28,0.607,11,14,0.786,11,36,47,33,6,8,16,19,220
31,40,0.437,240,37,82,0.451,6,29,0.207,22,24,0.917,11,29,40,24,7,9,13,14,38,34,0.528,240,43,94,0.457,12,28,0.429,19,23,0.826,18,31,49,26,11,3,9,18,219
31,39,0.443,240,38,79,0.481,14,38,0.368,22,31,0.71,8,29,37,20,12,4,18,26,49,22,0.69,240,41,87,0.471,15,42,0.357,29,35,0.829,18,34,52,29,12,2,16,19,238
31,38,0.449,240,38,99,0.384,17,45,0.378,14,18,0.778,11,27,38,22,8,3,10,19,41,30,0.577,240,42,81,0.519,15,35,0.429,24,34,0.706,9,43,52,23,8,8,12,13,230
29,33,0.468,240,36,81,0.444,11,38,0.289,27,29,0.931,12,29,41,18,5,8,14,18,31,32,0.492,240,46,89,0.517,9,25,0.36,20,23,0.87,11,30,41,23,9,4,6,20,231
29,31,0.483,240,42,77,0.545,20,39,0.513,27,35,0.771,6,31,37,20,7,7,13,21,13,47,0.217,240,45,100,0.45,7,26,0.269,17,25,0.68,18,30,48,24,7,2,13,26,245
28,30,0.483,240,36,86,0.419,12,42,0.286,17,24,0.708,12,25,37,20,9,5,12,19,27,30,0.474,240,45,79,0.57,17,33,0.515,19,22,0.864,5,39,44,28,5,2,14,17,227
28,29,0.491,240,46,97,0.474,23,47,0.489,12,13,0.923,8,34,42,27,7,9,7,15,26,32,0.448,240,42,95,0.442,12,37,0.324,19,21,0.905,14,42,56,24,6,5,13,16,242
27,29,0.482,240,42,76,0.553,16,40,0.4,29,31,0.935,9,23,32,29,3,5,18,27,27,28,0.491,240,47,83,0.566,12,24,0.5,32,35,0.914,10,19,29,29,9,3,10,26,267
27,28,0.491,240,43,78,0.551,8,27,0.296,31,32,0.969,12,35,47,25,6,3,21,16,28,27,0.509,240,46,97,0.474,21,49,0.429,9,10,0.9,10,22,32,31,11,2,11,24,247
26,28,0.481,240,37,91,0.407,9,36,0.25,25,29,0.862,1,27,28,23,5,2,8,20,37,17,0.685,240,47,87,0.54,16,42,0.381,17,21,0.81,7,48,55,27,4,2,14,27,235
24,26,0.48,240,43,79,0.544,19,40,0.475,24,27,0.889,3,29,32,24,2,7,8,21,25,26,0.49,240,44,94,0.468,13,30,0.433,24,30,0.8,17,28,45,26,5,0,6,21,254
23,26,0.469,240,40,76,0.526,7,24,0.292,18,23,0.783,3,24,27,18,3,6,11,16,23,28,0.451,240,48,92,0.522,10,30,0.333,17,18,0.944,15,30,45,24,6,3,6,18,228
23,25,0.479,240,51,89,0.573,17,36,0.472,15,18,0.833,6,35,41,26,9,4,10,15,25,26,0.49,240,47,90,0.522,20,41,0.488,10,15,0.667,8,27,35,32,5,5,13,18,258
22,25,0.468,240,55,92,0.598,20,33,0.606,17,22,0.773,8,28,36,34,11,4,9,16,14,33,0.298,240,47,90,0.522,13,27,0.481,20,26,0.769,14,26,40,30,7,4,15,18,274
21,25,0.457,240,37,86,0.43,17,46,0.37,21,25,0.84,11,27,38,24,5,7,11,24,22,25,0.468,240,45,86,0.523,10,30,0.333,21,27,0.778,10,41,51,23,5,5,12,19,233
21,24,0.467,240,32,85,0.376,9,37,0.243,22,29,0.759,13,31,44,19,4,3,15,15,29,16,0.644,240,41,81,0.506,8,26,0.308,15,19,0.789,5,38,43,24,8,8,12,23,200
21,22,0.488,240,43,85,0.506,17,44,0.386,37,42,0.881,8,33,41,28,3,6,7,29,24,21,0.533,240,41,89,0.461,14,42,0.333,27,33,0.818,13,26,39,31,3,2,9,29,263
20,22,0.476,240,49,88,0.557,17,41,0.415,21,22,0.955,10,37,47,34,7,4,9,20,24,20,0.545,240,43,82,0.524,22,46,0.478,11,19,0.579,2,23,25,28,4,3,10,18,255
19,22,0.463,240,40,78,0.513,11,33,0.333,22,29,0.759,5,31,36,17,6,4,16,27,27,16,0.628,240,44,89,0.494,7,22,0.318,24,31,0.774,12,32,44,28,6,1,11,19,232
19,21,0.475,240,42,87,0.483,6,35,0.171,16,19,0.842,13,30,43,22,10,7,16,22,16,26,0.381,240,40,78,0.513,9,24,0.375,20,25,0.8,6,29,35,19,10,2,16,20,215
19,17,0.528,240,48,84,0.571,14,31,0.452,25,35,0.714,6,38,44,29,16,6,18,27,10,30,0.25,240,34,82,0.415,6,18,0.333,32,41,0.78,9,36,45,16,8,4,21,27,241
18,16,0.529,240,43,86,0.5,14,38,0.368,24,28,0.857,10,40,50,28,8,9,15,20,9,25,0.265,240,41,103,0.398,12,36,0.333,19,25,0.76,18,27,45,25,8,3,12,21,237
15,12,0.556,240,48,89,0.539,21,46,0.457,16,21,0.762,11,43,54,32,4,4,18,21,13,14,0.481,240,46,93,0.495,10,27,0.37,10,19,0.526,7,30,37,25,12,2,10,19,245
14,12,0.538,240,43,83,0.518,13,34,0.382,25,28,0.893,11,34,45,20,5,4,16,24,13,13,0.5,240,45,83,0.542,10,23,0.435,18,24,0.75,4,24,28,22,11,4,13,21,242
13,12,0.52,240,44,91,0.484,16,40,0.4,16,16,1.0,13,25,38,30,10,3,12,20,15,10,0.6,240,47,91,0.516,12,30,0.4,15,22,0.682,16,32,48,28,6,5,16,16,241
13,11,0.542,240,42,86,0.488,17,40,0.425,15,22,0.682,11,34,45,32,10,3,15,17,12,11,0.522,240,40,91,0.44,10,33,0.303,10,12,0.833,12,32,44,22,10,5,15,22,216
11,10,0.524,240,42,90,0.467,17,35,0.486,11,15,0.733,9,34,43,24,6,7,11,23,13,9,0.591,240,41,89,0.461,13,31,0.419,23,28,0.821,14,34,48,26,6,7,13,18,230
10,6,0.625,240,39,83,0.47,13,42,0.31,22,27,0.815,10,33,43,27,11,8,17,22,12,6,0.667,240,42,91,0.462,14,39,0.359,20,23,0.87,11,31,42,23,6,4,13,20,231
10,5,0.667,240,36,93,0.387,13,36,0.361,22,27,0.815,8,31,39,22,9,5,9,22,7,9,0.438,240,40,79,0.506,11,29,0.379,18,23,0.783,5,42,47,32,4,5,17,24,216
10,4,0.714,240,41,79,0.519,15,32,0.469,20,26,0.769,9,30,39,22,6,3,15,17,6,9,0.4,240,44,85,0.518,9,29,0.31,13,17,0.765,11,27,38,34,7,5,19,25,227
5,2,0.714,240,36,89,0.404,13,33,0.394,21,26,0.808,16,30,46,27,5,3,20,17,5,3,0.625,240,38,83,0.458,13,28,0.464,22,27,0.815,10,36,46,28,7,5,14,19,217
5,1,0.833,240,48,90,0.533,13,35,0.371,16,20,0.8,11,34,45,30,9,6,15,19,1,5,0.167,240,40,94,0.426,14,38,0.368,17,21,0.81,13,26,39,23,10,6,15,18,236
4,1,0.8,240,34,78,0.436,12,37,0.324,18,26,0.692,11,27,38,20,9,4,19,17,2,3,0.4,240,44,87,0.506,15,38,0.395,16,19,0.842,15,31,46,34,13,2,16,22,217
4,0,1.0,240,48,83,0.578,16,35,0.457,23,31,0.742,9,36,45,23,3,6,8,15,2,2,0.5,240,45,91,0.495,12,31,0.387,8,14,0.571,10,28,38,28,4,1,8,28,245
2,0,1.0,265,36,82,0.439,10,29,0.345,31,36,0.861,13,35,48,14,8,5,18,19,1,1,0.5,265,43,94,0.457,10,27,0.37,15,21,0.714,9,32,41,31,14,1,16,29,224
21,60,0.259,240,50,95,0.526,13,29,0.448,18,24,0.75,10,35,45,34,5,4,13,16,41,40,0.506,240,56,101,0.554,24,43,0.558,15,21,0.714,11,34,45,42,8,8,7,18,282
21,59,0.263,240,47,106,0.443,10,35,0.286,25,28,0.893,18,29,47,29,9,4,14,12,33,47,0.413,240,51,96,0.531,10,28,0.357,15,18,0.833,8,28,36,34,7,14,15,22,256
19,57,0.25,240,45,95,0.474,10,35,0.286,17,21,0.81,9,30,39,31,10,4,15,16,36,40,0.474,240,49,90,0.544,12,31,0.387,18,20,0.9,8,37,45,28,5,6,16,17,245
19,52,0.268,240,51,94,0.543,14,28,0.5,10,16,0.625,10,31,41,26,9,5,12,18,35,36,0.493,240,48,101,0.475,5,22,0.227,17,20,0.85,20,31,51,21,4,4,12,13,244
18,52,0.257,265,39,98,0.398,20,52,0.385,22,29,0.759,16,38,54,31,11,4,19,19,42,27,0.609,265,49,101,0.485,14,38,0.368,14,21,0.667,15,37,52,27,13,9,17,24,246
18,51,0.261,265,49,107,0.458,15,34,0.441,15,26,0.577,16,31,47,26,7,4,10,30,35,35,0.5,265,44,86,0.512,17,33,0.515,32,37,0.865,10,42,52,23,4,4,18,25,265
18,50,0.265,240,48,85,0.565,22,41,0.537,14,18,0.778,7,40,47,39,6,7,14,17,28,41,0.406,240,44,97,0.454,10,29,0.345,16,21,0.762,13,29,42,24,7,2,9,16,246
17,50,0.254,240,33,88,0.375,10,36,0.278,14,19,0.737,10,40,50,24,3,7,18,18,33,35,0.485,240,36,95,0.379,10,39,0.256,20,23,0.87,12,43,55,26,8,3,9,19,192
17,49,0.258,240,51,94,0.543,13,33,0.394,13,17,0.765,13,37,50,31,10,0,18,20,46,21,0.687,240,44,90,0.489,13,35,0.371,19,20,0.95,8,25,33,32,14,4,14,14,248
16,48,0.25,240,38,86,0.442,15,37,0.405,19,20,0.95,13,29,42,24,9,3,14,20,14,49,0.222,240,49,87,0.563,8,23,0.348,16,22,0.727,14,31,45,26,9,5,14,24,232
16,47,0.254,240,45,98,0.459,10,32,0.313,10,13,0.769,13,37,50,31,5,6,15,14,28,36,0.438,240,41,90,0.456,8,23,0.348,9,11,0.818,6,34,40,23,11,8,14,18,209
14,39,0.264,240,52,89,0.584,7,21,0.333,14,15,0.933,9,26,35,32,8,0,18,25,34,17,0.667,240,46,87,0.529,13,27,0.481,32,41,0.78,14,25,39,28,11,3,10,13,262
14,38,0.269,240,48,88,0.545,8,24,0.333,5,7,0.714,8,32,40,30,5,1,18,17,29,21,0.58,240,48,90,0.533,8,27,0.296,15,19,0.789,6,28,34,25,10,3,9,13,228
14,37,0.275,240,42,97,0.433,7,29,0.241,15,23,0.652,14,29,43,26,6,6,10,20,24,26,0.48,240,48,86,0.558,16,30,0.533,15,17,0.882,5,40,45,32,7,8,13,19,233
14,36,0.28,265,48,109,0.44,10,29,0.345,12,17,0.706,17,36,53,32,6,4,13,20,26,25,0.51,265,50,103,0.485,8,24,0.333,20,26,0.769,17,35,52,31,7,6,9,19,246
14,32,0.304,240,51,89,0.573,14,26,0.538,10,14,0.714,12,22,34,34,3,1,6,15,24,24,0.5,240,51,81,0.63,15,28,0.536,14,20,0.7,11,21,32,31,4,2,9,13,257
14,31,0.311,240,37,97,0.381,7,34,0.206,25,28,0.893,13,41,54,23,12,4,15,22,27,16,0.628,240,37,88,0.42,3,23,0.13,21,24,0.875,10,39,49,22,10,8,21,26,204
13,31,0.295,240,48,93,0.516,10,26,0.385,13,20,0.65,11,29,40,27,1,3,10,21,24,18,0.571,240,49,89,0.551,14,30,0.467,20,25,0.8,7,31,38,24,5,2,5,19,251
13,30,0.302,240,40,88,0.455,8,22,0.364,25,34,0.735,7,31,38,26,6,3,15,19,21,21,0.5,240,55,101,0.545,18,48,0.375,16,20,0.8,12,43,55,33,9,6,12,26,257
13,27,0.325,240,49,100,0.49,7,25,0.28,11,14,0.786,12,39,51,25,6,3,13,20,28,12,0.7,240,47,95,0.495,15,34,0.441,12,18,0.667,8,35,43,30,6,10,14,15,237
13,26,0.333,240,45,81,0.556,9,24,0.375,22,26,0.846,7,37,44,27,8,4,17,16,11,31,0.262,240,44,93,0.473,11,31,0.355,10,17,0.588,15,22,37,23,11,0,15,22,230
12,24,0.333,240,47,85,0.553,8,19,0.421,23,32,0.719,15,33,48,28,1,0,13,21,21,16,0.568,240,50,86,0.581,14,34,0.412,12,21,0.571,6,20,26,21,5,3,5,24,251
12,23,0.343,240,45,88,0.511,11,28,0.393,21,29,0.724,14,34,48,25,5,7,11,23,18,18,0.5,240,38,90,0.422,15,41,0.366,24,31,0.774,13,25,38,20,7,2,12,21,237
11,22,0.333,240,48,87,0.552,6,18,0.333,24,34,0.706,6,35,41,27,11,8,14,25,19,17,0.528,240,39,97,0.402,13,43,0.302,31,37,0.838,16,29,45,20,10,3,12,22,248
9,20,0.31,240,33,77,0.429,10,27,0.37,25,33,0.758,7,31,38,29,8,3,17,19,16,15,0.516,240,42,82,0.512,11,30,0.367,16,23,0.696,8,32,40,25,14,3,12,27,212
9,19,0.321,240,45,97,0.464,11,29,0.379,11,19,0.579,14,26,40,23,9,3,11,16,16,12,0.571,240,49,81,0.605,18,40,0.45,12,17,0.706,5,35,40,26,5,3,17,20,240
9,18,0.333,240,46,97,0.474,9,27,0.333,11,16,0.688,19,27,46,25,6,2,12,19,17,11,0.607,240,45,92,0.489,5,23,0.217,16,17,0.941,15,29,44,21,7,7,15,13,223
7,18,0.28,240,46,83,0.554,13,36,0.361,13,15,0.867,7,31,38,25,5,7,16,19,7,18,0.28,240,44,98,0.449,10,29,0.345,11,15,0.733,16,26,42,23,3,4,14,19,227
6,18,0.25,240,38,87,0.437,6,31,0.194,13,18,0.722,12,28,40,19,5,3,19,24,16,7,0.696,240,49,94,0.521,19,37,0.514,16,20,0.8,14,31,45,38,5,0,11,18,228
6,17,0.261,240,38,98,0.388,11,39,0.282,12,16,0.75,10,39,49,26,4,4,12,23,14,8,0.636,240,40,92,0.435,12,42,0.286,25,26,0.962,10,43,53,25,9,5,9,18,216
6,15,0.286,240,53,105,0.505,18,37,0.486,14,20,0.7,17,30,47,33,8,5,10,32,7,11,0.389,240,47,81,0.58,17,33,0.515,32,37,0.865,3,36,39,25,4,7,17,20,281
