W_x,L_x,W_PCT_x,MIN_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,W_y,L_y,W_PCT_y,MIN_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,totalPoints
28,13,0.683,240,48,85,0.565,15,34,0.441,15,21,0.714,7,31,38,30,9,4,10,20,21,22,0.488,240,39,90,0.433,9,32,0.281,10,14,0.714,15,29,44,28,4,2,16,17,223
27,13,0.675,240,46,99,0.465,15,42,0.357,15,17,0.882,14,41,55,29,7,11,17,19,19,22,0.463,240,41,93,0.441,8,28,0.286,19,25,0.76,11,33,44,20,12,2,13,14,231
26,13,0.667,240,43,81,0.531,17,35,0.486,18,23,0.783,13,36,49,28,5,4,12,23,25,15,0.625,240,40,88,0.455,10,26,0.385,18,32,0.563,18,22,40,30,7,5,6,18,229
25,13,0.658,240,45,89,0.506,14,36,0.389,18,21,0.857,10,47,57,28,6,5,11,16,21,19,0.525,240,34,91,0.374,5,37,0.135,18,25,0.72,8,33,41,24,7,3,7,14,213
24,12,0.667,240,45,79,0.57,17,30,0.567,16,18,0.889,1,34,35,31,5,4,14,17,26,11,0.703,240,40,87,0.46,9,33,0.273,22,27,0.815,10,31,41,30,8,3,13,15,234
23,12,0.657,240,45,76,0.592,17,28,0.607,17,22,0.773,5,31,36,34,6,1,20,19,18,18,0.5,240,39,87,0.448,14,35,0.4,27,30,0.9,11,25,36,21,13,4,14,19,243
21,11,0.656,265,45,94,0.479,13,36,0.361,25,34,0.735,12,36,48,29,8,4,12,23,19,15,0.559,265,45,94,0.479,17,35,0.486,18,26,0.692,12,34,46,32,7,9,13,30,253
20,11,0.645,240,47,81,0.58,10,21,0.476,16,26,0.615,4,34,38,31,9,2,10,19,17,16,0.515,240,39,87,0.448,9,35,0.257,20,26,0.769,13,30,43,24,5,3,13,21,227
19,11,0.633,240,40,89,0.449,10,27,0.37,15,25,0.6,13,35,48,28,9,5,17,19,19,11,0.633,240,36,81,0.444,5,26,0.192,14,21,0.667,7,35,42,25,11,7,16,21,196
18,11,0.621,240,43,94,0.457,11,33,0.333,22,34,0.647,15,40,55,33,6,3,14,17,7,23,0.233,240,41,96,0.427,12,38,0.316,21,23,0.913,12,36,48,26,7,7,11,26,234
17,10,0.63,240,54,83,0.651,4,16,0.25,29,35,0.829,7,38,45,31,8,7,18,17,11,18,0.379,240,48,91,0.527,19,39,0.487,13,23,0.565,4,20,24,40,10,5,13,28,269
16,10,0.615,240,47,86,0.547,8,26,0.308,13,16,0.813,6,33,39,28,5,8,8,17,15,14,0.517,240,39,85,0.459,15,41,0.366,17,21,0.81,10,32,42,20,5,6,13,20,225
14,10,0.583,240,40,78,0.513,13,32,0.406,22,28,0.786,8,28,36,30,8,4,17,28,13,11,0.542,240,36,72,0.5,17,36,0.472,27,31,0.871,4,31,35,27,10,4,15,32,231
14,7,0.667,240,44,83,0.53,17,32,0.531,15,20,0.75,8,34,42,30,6,8,11,21,5,16,0.238,240,37,88,0.42,12,41,0.293,14,18,0.778,10,29,39,18,5,6,14,20,220
13,7,0.65,240,50,88,0.568,12,30,0.4,17,20,0.85,13,30,43,31,8,4,14,22,5,15,0.25,240,39,85,0.459,16,44,0.364,19,25,0.76,12,25,37,25,4,2,17,20,242
10,7,0.588,240,43,86,0.5,5,19,0.263,17,26,0.654,15,27,42,28,7,8,17,21,4,15,0.211,240,45,88,0.511,8,28,0.286,12,14,0.857,12,28,40,27,7,5,16,24,218
9,5,0.643,240,36,82,0.439,14,38,0.368,17,20,0.85,8,34,42,18,3,5,15,25,8,7,0.533,240,37,84,0.44,8,34,0.235,24,31,0.774,6,34,40,24,12,5,7,18,209
6,3,0.667,240,53,87,0.609,15,29,0.517,5,10,0.5,10,37,47,37,10,0,16,15,5,5,0.5,240,39,80,0.488,12,30,0.4,11,19,0.579,6,22,28,28,8,3,15,13,227
4,2,0.667,240,39,85,0.459,17,37,0.459,22,34,0.647,17,41,58,18,2,4,12,18,4,2,0.667,240,38,91,0.418,10,39,0.256,15,19,0.789,8,30,38,24,7,8,9,30,218
3,2,0.6,240,42,92,0.457,9,34,0.265,17,21,0.81,9,45,54,34,12,5,11,17,0,4,0.0,240,40,90,0.444,8,30,0.267,11,16,0.688,7,40,47,25,8,4,14,16,209
2,1,0.667,240,42,85,0.494,20,38,0.526,18,31,0.581,9,37,46,33,5,6,18,21,0,2,0.0,240,42,94,0.447,15,38,0.395,18,23,0.783,10,37,47,29,10,5,12,27,239
16,64,0.2,240,41,84,0.488,13,28,0.464,13,14,0.929,9,25,34,27,5,3,14,18,44,36,0.55,240,45,86,0.523,17,43,0.395,16,23,0.696,11,27,38,36,6,7,11,12,231
16,63,0.203,240,36,73,0.493,11,28,0.393,22,27,0.815,6,29,35,21,5,2,14,22,42,37,0.532,240,41,80,0.513,13,36,0.361,23,26,0.885,5,28,33,26,12,2,7,18,223
16,59,0.213,240,41,92,0.446,7,24,0.292,28,36,0.778,14,33,47,22,5,0,10,20,54,21,0.72,240,45,95,0.474,14,45,0.311,22,26,0.846,15,35,50,28,5,4,8,23,243
16,56,0.222,240,38,82,0.463,10,32,0.313,14,17,0.824,9,30,39,26,4,2,11,20,39,34,0.534,240,38,79,0.481,13,39,0.333,23,25,0.92,8,34,42,33,4,4,10,17,212
16,55,0.225,240,39,85,0.459,12,27,0.444,10,18,0.556,13,24,37,24,8,3,17,20,47,23,0.671,240,47,89,0.528,8,24,0.333,17,25,0.68,13,34,47,29,9,7,9,15,219
16,53,0.232,240,48,100,0.48,14,36,0.389,7,10,0.7,19,33,52,28,10,5,14,21,31,38,0.449,240,36,86,0.419,10,34,0.294,15,24,0.625,13,29,42,23,7,5,14,15,214
15,53,0.221,240,43,94,0.457,11,34,0.324,18,27,0.667,12,30,42,25,7,7,12,24,31,37,0.456,240,43,93,0.462,9,35,0.257,26,34,0.765,18,40,58,24,7,6,14,20,236
15,52,0.224,240,40,89,0.449,7,21,0.333,16,20,0.8,17,31,48,20,5,4,19,22,22,46,0.324,240,43,86,0.5,8,24,0.333,19,32,0.594,13,31,44,24,11,9,12,18,216
15,51,0.227,240,43,84,0.512,13,30,0.433,18,22,0.818,10,20,30,29,6,3,11,16,31,34,0.477,240,47,81,0.58,12,25,0.48,13,17,0.765,9,28,37,27,9,5,14,20,236
15,50,0.231,240,40,86,0.465,10,32,0.313,14,20,0.7,16,36,52,30,9,6,16,21,31,34,0.477,240,38,78,0.487,15,33,0.455,19,25,0.76,5,33,38,28,7,6,11,17,214
15,48,0.238,240,39,78,0.5,14,35,0.4,23,28,0.821,7,33,40,23,8,2,16,23,29,34,0.46,240,41,85,0.482,12,27,0.444,23,31,0.742,10,30,40,27,9,4,15,22,232
15,46,0.246,240,38,94,0.404,6,24,0.25,9,14,0.643,17,45,62,26,4,5,13,27,30,31,0.492,240,33,88,0.375,7,26,0.269,22,34,0.647,10,36,46,22,9,5,8,18,186
15,42,0.263,290,46,107,0.43,7,37,0.189,39,49,0.796,21,41,62,29,6,5,15,29,14,42,0.25,290,45,107,0.421,14,42,0.333,27,34,0.794,13,38,51,21,7,3,17,32,269
14,41,0.255,240,37,87,0.425,9,33,0.273,16,21,0.762,9,33,42,22,9,6,9,20,38,16,0.704,240,39,83,0.47,16,37,0.432,17,21,0.81,10,41,51,25,2,5,11,22,210
14,40,0.259,240,35,81,0.432,16,42,0.381,14,22,0.636,9,21,30,23,8,2,16,27,29,26,0.527,240,42,75,0.56,11,23,0.478,21,31,0.677,10,36,46,34,10,2,16,23,216
14,39,0.264,240,44,86,0.512,14,32,0.438,16,23,0.696,12,39,51,27,7,3,22,22,15,39,0.278,240,40,90,0.444,9,34,0.265,23,30,0.767,8,29,37,22,16,2,13,20,230
13,38,0.255,240,38,83,0.458,14,38,0.368,24,31,0.774,8,27,35,23,10,5,16,25,12,38,0.24,240,44,92,0.478,8,27,0.296,21,27,0.778,16,32,48,20,8,4,17,20,231
12,37,0.245,240,43,87,0.494,13,32,0.406,31,40,0.775,11,30,41,26,10,3,20,21,30,17,0.638,240,55,98,0.561,23,52,0.442,17,24,0.708,13,37,50,38,11,6,18,27,280
12,36,0.25,240,39,97,0.402,8,34,0.235,22,27,0.815,17,32,49,25,7,3,15,15,21,24,0.467,240,50,92,0.543,7,23,0.304,19,21,0.905,11,37,48,23,11,8,14,17,234
12,35,0.255,240,37,83,0.446,18,44,0.409,12,15,0.8,9,29,38,23,4,4,11,22,25,19,0.568,240,40,88,0.455,12,30,0.4,25,31,0.806,18,34,52,17,3,6,6,12,221
12,34,0.261,240,43,90,0.478,7,30,0.233,17,24,0.708,7,35,42,20,7,3,13,23,26,17,0.605,240,42,86,0.488,11,31,0.355,21,30,0.7,8,40,48,29,7,3,16,21,226
12,33,0.267,240,48,80,0.6,17,32,0.531,22,28,0.786,7,31,38,30,10,7,16,20,20,22,0.476,240,43,88,0.489,16,33,0.485,16,21,0.762,13,23,36,22,7,2,18,22,253
11,32,0.256,240,44,87,0.506,8,23,0.348,15,18,0.833,10,33,43,25,9,2,23,20,24,15,0.615,240,46,94,0.489,11,37,0.297,20,23,0.87,14,30,44,24,12,5,13,17,234
9,28,0.243,240,36,80,0.45,18,42,0.429,31,40,0.775,11,38,49,25,7,4,13,25,13,23,0.361,240,35,85,0.412,5,22,0.227,26,34,0.765,15,32,47,24,5,5,13,26,222
8,28,0.222,265,44,100,0.44,16,34,0.471,27,34,0.794,16,29,45,32,10,4,17,23,20,15,0.571,265,49,91,0.538,19,44,0.432,25,29,0.862,10,38,48,25,13,3,19,24,273
8,25,0.242,240,41,81,0.506,9,25,0.36,20,27,0.741,9,34,43,22,6,1,14,19,18,16,0.529,240,47,93,0.505,20,46,0.435,12,19,0.632,12,31,43,27,7,5,12,22,237
8,24,0.25,240,42,88,0.477,8,30,0.267,29,34,0.853,11,30,41,20,9,2,8,19,19,12,0.613,240,44,80,0.55,15,29,0.517,21,23,0.913,4,31,35,26,5,8,13,24,245
8,23,0.258,240,39,85,0.459,10,29,0.345,25,31,0.806,14,32,46,22,7,1,16,26,16,12,0.571,240,43,82,0.524,12,31,0.387,24,29,0.828,4,29,33,30,8,1,13,25,235
7,22,0.241,240,43,93,0.462,17,45,0.378,14,17,0.824,10,30,40,28,9,3,12,19,11,15,0.423,240,46,84,0.548,11,26,0.423,21,27,0.778,6,36,42,31,8,4,11,14,241
6,19,0.24,240,37,84,0.44,13,35,0.371,25,30,0.833,8,31,39,26,7,7,14,24,14,9,0.609,240,43,92,0.467,15,35,0.429,21,29,0.724,12,34,46,28,9,5,13,21,234
6,18,0.25,265,51,94,0.543,15,35,0.429,14,24,0.583,13,39,52,29,9,0,13,26,10,11,0.476,265,46,86,0.535,19,46,0.413,14,29,0.483,4,26,30,25,8,7,13,24,256
5,18,0.217,240,42,83,0.506,13,39,0.333,13,20,0.65,7,23,30,28,7,4,16,17,10,11,0.476,240,54,96,0.563,16,35,0.457,16,21,0.762,17,34,51,31,9,1,14,19,250
5,17,0.227,240,36,79,0.456,8,28,0.286,14,26,0.538,7,29,36,14,9,6,13,26,13,7,0.65,240,33,77,0.429,8,28,0.286,28,33,0.848,10,31,41,14,3,4,14,20,196
3,12,0.2,240,35,77,0.455,10,31,0.323,31,43,0.721,11,28,39,23,8,2,19,23,8,7,0.533,240,40,82,0.488,8,27,0.296,27,28,0.964,12,30,42,27,7,8,17,27,226
3,11,0.214,240,37,89,0.416,16,38,0.421,18,21,0.857,11,39,50,23,4,3,14,23,10,3,0.769,240,39,91,0.429,18,48,0.375,21,24,0.875,9,33,42,27,6,4,7,17,225
3,8,0.273,240,39,93,0.419,9,33,0.273,25,33,0.758,16,42,58,20,6,9,14,19,4,6,0.4,240,41,102,0.402,10,33,0.303,11,17,0.647,16,30,46,23,9,11,10,26,215
2,8,0.2,240,31,83,0.373,13,37,0.351,13,15,0.867,9,25,34,16,10,6,18,22,7,1,0.875,240,44,81,0.543,11,26,0.423,13,16,0.813,10,37,47,30,5,13,18,15,200
2,5,0.286,240,40,83,0.482,14,33,0.424,34,38,0.895,12,35,47,24,4,3,15,25,3,4,0.429,240,39,92,0.424,12,39,0.308,24,25,0.96,13,29,42,23,8,4,14,24,242
1,5,0.167,240,37,86,0.43,7,32,0.219,31,38,0.816,14,28,42,18,2,4,10,22,4,1,0.8,240,55,97,0.567,12,29,0.414,14,18,0.778,10,35,45,31,5,8,6,26,248
1,4,0.2,240,42,91,0.462,14,32,0.438,15,22,0.682,10,30,40,23,4,6,13,25,3,1,0.75,240,45,91,0.495,8,22,0.364,20,25,0.8,10,36,46,22,6,12,12,20,231
1,0,1.0,240,40,94,0.426,14,38,0.368,19,24,0.792,12,29,41,31,11,4,12,21,0,1,0.0,240,42,86,0.488,11,30,0.367,14,19,0.737,10,38,48,21,5,5,18,24,222
42,38,0.525,240,47,95,0.495,20,47,0.426,22,30,0.733,19,35,54,25,6,6,13,22,38,42,0.475,240,44,93,0.473,11,32,0.344,26,35,0.743,13,25,38,23,4,1,10,22,261
41,37,0.526,240,47,93,0.505,21,49,0.429,15,21,0.714,14,31,45,37,5,4,14,18,19,58,0.247,240,42,91,0.462,15,38,0.395,16,23,0.696,14,32,46,27,8,4,13,20,245
40,37,0.519,240,43,82,0.524,18,40,0.45,16,22,0.727,11,30,41,32,11,4,18,18,38,38,0.5,240,42,90,0.467,12,27,0.444,13,14,0.929,11,30,41,30,6,4,17,18,229
39,37,0.513,240,34,82,0.415,15,40,0.375,13,17,0.765,6,31,37,25,9,2,16,19,38,37,0.507,240,34,80,0.425,17,40,0.425,14,25,0.56,9,40,49,25,10,2,17,20,195
39,36,0.52,240,42,88,0.477,18,50,0.36,18,24,0.75,10,39,49,27,3,0,11,21,49,24,0.671,240,38,78,0.487,8,29,0.276,28,34,0.824,4,34,38,23,8,1,10,20,232
36,33,0.522,240,45,83,0.542,19,39,0.487,14,24,0.583,9,32,41,28,8,6,14,21,37,31,0.544,240,46,95,0.484,4,21,0.19,16,22,0.727,17,30,47,25,8,4,14,23,235
35,33,0.515,265,46,112,0.411,23,55,0.418,10,11,0.909,18,47,65,33,12,4,15,15,48,19,0.716,265,43,100,0.43,21,51,0.412,9,11,0.818,7,41,48,28,9,7,17,14,241
34,30,0.531,240,40,78,0.513,10,31,0.323,18,20,0.9,9,34,43,28,7,4,18,22,31,33,0.484,240,34,77,0.442,10,29,0.345,21,27,0.778,7,22,29,20,9,4,13,22,207
33,30,0.524,240,39,93,0.419,14,46,0.304,23,27,0.852,15,45,60,25,9,6,11,20,33,32,0.508,240,32,89,0.36,9,43,0.209,18,21,0.857,9,38,47,19,5,5,16,24,206
32,30,0.516,240,49,91,0.538,12,30,0.4,13,16,0.813,12,34,46,34,5,2,18,19,29,32,0.475,240,37,86,0.43,12,39,0.308,19,22,0.864,9,24,33,26,8,4,13,17,228
31,30,0.508,240,39,91,0.429,15,42,0.357,16,22,0.727,16,40,56,23,11,5,16,19,31,32,0.492,240,38,90,0.422,17,45,0.378,11,21,0.524,10,33,43,26,11,8,16,18,213
30,30,0.5,240,37,78,0.474,26,54,0.481,16,18,0.889,7,40,47,27,3,3,18,20,13,46,0.22,240,36,92,0.391,11,35,0.314,18,22,0.818,13,31,44,23,12,3,7,18,217
29,28,0.509,240,52,89,0.584,20,40,0.5,11,15,0.733,11,23,34,40,10,0,15,19,26,30,0.464,240,48,80,0.6,12,28,0.429,18,21,0.857,9,24,33,26,10,3,17,15,261
28,28,0.5,240,40,96,0.417,12,44,0.273,11,12,0.917,7,36,43,31,11,6,15,21,26,31,0.456,240,40,89,0.449,8,25,0.32,21,26,0.808,10,42,52,19,4,4,15,12,212
28,26,0.519,240,56,97,0.577,26,50,0.52,3,7,0.429,11,34,45,43,6,3,16,17,25,28,0.472,240,44,91,0.484,11,32,0.344,15,21,0.714,7,29,36,21,8,3,11,10,255
27,26,0.509,240,45,82,0.549,14,35,0.4,15,19,0.789,5,33,38,33,6,5,14,24,28,26,0.519,240,39,85,0.459,14,40,0.35,21,27,0.778,10,29,39,22,9,1,14,18,232
25,24,0.51,240,50,90,0.556,18,43,0.419,11,15,0.733,5,38,43,40,5,1,12,18,22,28,0.44,240,46,101,0.455,12,33,0.364,13,21,0.619,14,32,46,24,5,4,10,17,246
24,24,0.5,240,43,85,0.506,14,32,0.438,22,28,0.786,14,30,44,33,7,5,21,27,31,17,0.646,240,42,88,0.477,10,31,0.323,26,37,0.703,11,25,36,26,10,3,13,26,242
23,24,0.489,240,41,90,0.456,13,32,0.406,21,27,0.778,10,32,42,28,10,2,10,24,29,17,0.63,240,43,79,0.544,14,27,0.519,20,31,0.645,9,33,42,30,4,7,15,22,236
20,21,0.488,240,37,96,0.385,18,48,0.375,21,27,0.778,16,29,45,24,13,2,15,26,21,21,0.5,240,41,90,0.456,14,31,0.452,29,31,0.935,19,38,57,26,5,7,21,22,238
20,20,0.5,240,33,88,0.375,18,58,0.31,17,21,0.81,11,38,49,26,7,1,16,17,15,25,0.375,240,44,87,0.506,13,32,0.406,14,24,0.583,7,37,44,26,12,2,10,14,216
20,19,0.513,240,45,87,0.517,15,40,0.375,14,15,0.933,9,31,40,31,3,4,14,20,11,30,0.268,240,45,92,0.489,16,36,0.444,16,23,0.696,11,30,41,29,9,1,8,11,241
20,18,0.526,290,54,121,0.446,19,59,0.322,16,24,0.667,23,46,69,34,9,6,19,23,17,20,0.459,290,53,109,0.486,11,35,0.314,24,29,0.828,10,43,53,30,9,10,13,17,284
19,18,0.514,240,42,91,0.462,17,43,0.395,17,21,0.81,17,29,46,29,9,2,12,22,18,17,0.514,240,42,91,0.462,12,39,0.308,16,23,0.696,17,32,49,22,2,4,14,20,230
18,18,0.5,240,37,87,0.425,16,45,0.356,22,27,0.815,10,41,51,22,6,3,12,26,19,18,0.514,240,37,91,0.407,15,46,0.326,18,26,0.692,10,40,50,26,3,6,12,22,219
17,18,0.486,240,41,95,0.432,8,37,0.216,20,24,0.833,9,40,49,31,3,2,14,22,9,26,0.257,240,38,92,0.413,10,38,0.263,19,25,0.76,9,38,47,22,6,7,12,20,215
16,18,0.471,240,43,91,0.473,18,44,0.409,19,26,0.731,9,42,51,31,6,5,10,18,20,12,0.625,240,39,94,0.415,9,39,0.231,22,30,0.733,9,35,44,19,5,6,13,23,232
14,13,0.519,240,47,92,0.511,13,39,0.333,16,20,0.8,11,42,53,26,3,6,13,20,21,6,0.778,240,38,87,0.437,12,40,0.3,19,26,0.731,6,33,39,17,8,6,10,14,230
13,12,0.52,240,38,94,0.404,13,44,0.295,15,19,0.789,12,35,47,26,6,6,12,19,13,11,0.542,240,43,90,0.478,15,39,0.385,11,18,0.611,7,40,47,26,3,8,11,18,216
13,11,0.542,240,45,85,0.529,25,52,0.481,5,10,0.5,6,29,35,34,8,5,13,24,6,17,0.261,240,40,91,0.44,3,28,0.107,18,20,0.9,14,31,45,17,6,4,15,14,221
12,11,0.522,240,42,87,0.483,20,50,0.4,15,23,0.652,7,43,50,32,2,5,19,19,9,13,0.409,240,43,93,0.462,9,27,0.333,16,24,0.667,6,38,44,28,7,1,12,28,230
10,10,0.5,240,52,101,0.515,20,45,0.444,5,6,0.833,16,33,49,33,8,3,19,15,12,9,0.571,240,46,97,0.474,11,45,0.244,15,17,0.882,15,27,42,28,12,6,13,15,247
9,10,0.474,240,48,97,0.495,19,51,0.373,9,13,0.692,12,33,45,36,11,5,13,26,11,8,0.579,240,39,86,0.453,11,29,0.379,18,27,0.667,10,33,43,22,5,2,16,13,231
7,9,0.438,240,41,91,0.451,18,50,0.36,11,20,0.55,12,39,51,32,8,3,16,26,8,8,0.5,240,30,87,0.345,9,34,0.265,32,34,0.941,13,32,45,16,8,7,16,16,212
6,8,0.429,240,47,88,0.534,23,45,0.511,15,16,0.938,5,35,40,35,9,3,12,17,6,8,0.429,240,36,100,0.36,10,40,0.25,13,19,0.684,22,31,53,18,6,6,18,17,227
5,7,0.417,240,40,82,0.488,15,36,0.417,11,14,0.786,8,36,44,29,5,3,14,27,8,4,0.667,240,37,92,0.402,8,30,0.267,19,26,0.731,14,32,46,25,6,3,10,17,207
4,7,0.364,240,44,88,0.5,14,38,0.368,14,21,0.667,8,40,48,28,5,4,15,21,3,6,0.333,240,37,91,0.407,14,40,0.35,25,29,0.862,9,34,43,24,9,0,10,20,229
3,2,0.6,240,46,92,0.5,18,46,0.391,13,15,0.867,16,34,50,30,4,2,19,13,2,4,0.333,240,39,88,0.443,14,43,0.326,18,22,0.818,8,23,31,25,16,5,12,15,233
2,1,0.667,240,45,87,0.517,14,33,0.424,26,36,0.722,6,31,37,24,7,5,13,21,0,3,0.0,240,47,100,0.47,11,43,0.256,20,25,0.8,13,38,51,31,10,2,16,29,255
1,1,0.5,240,42,88,0.477,15,44,0.341,24,27,0.889,7,28,35,34,10,3,18,23,1,1,0.5,240,46,86,0.535,15,34,0.441,21,25,0.84,12,29,41,30,10,2,20,22,251
1,0,1.0,240,45,99,0.455,16,45,0.356,17,23,0.739,11,37,48,31,11,4,18,23,0,1,0.0,240,40,94,0.426,10,40,0.25,19,25,0.76,9,39,48,23,12,4,21,18,232
20,60,0.25,240,47,102,0.461,12,31,0.387,18,24,0.75,20,35,55,23,12,3,13,16,52,27,0.658,240,41,87,0.471,11,36,0.306,10,18,0.556,13,34,47,26,9,13,20,18,227
19,60,0.241,240,44,102,0.431,13,34,0.382,8,10,0.8,16,28,44,23,4,4,8,18,40,38,0.513,240,52,93,0.559,9,30,0.3,21,28,0.75,11,40,51,36,4,8,5,9,243
19,59,0.244,240,38,83,0.458,11,31,0.355,34,45,0.756,14,32,46,18,9,5,12,24,16,61,0.208,240,43,89,0.483,11,35,0.314,18,27,0.667,13,27,40,24,7,7,12,28,236
18,54,0.25,240,39,93,0.419,10,36,0.278,20,24,0.833,13,28,41,14,14,2,17,14,37,36,0.507,240,44,88,0.5,17,48,0.354,16,19,0.842,16,32,48,31,12,6,18,14,229
18,53,0.254,240,31,76,0.408,9,33,0.273,36,38,0.947,8,28,36,15,4,2,12,22,34,37,0.479,240,42,85,0.494,13,31,0.419,20,24,0.833,10,29,39,28,7,4,10,23,224
18,52,0.257,240,43,88,0.489,11,32,0.344,17,24,0.708,15,37,52,20,9,3,12,19,33,37,0.471,240,39,82,0.476,12,28,0.429,22,25,0.88,8,27,35,22,8,5,9,17,226
17,52,0.246,240,47,89,0.528,8,29,0.276,12,19,0.632,16,35,51,22,5,3,17,29,34,36,0.486,240,34,90,0.378,11,44,0.25,31,37,0.838,11,25,36,21,7,3,8,17,224
16,52,0.235,240,40,90,0.444,11,35,0.314,20,27,0.741,15,33,48,27,9,2,10,21,47,22,0.681,240,39,87,0.448,12,42,0.286,19,21,0.905,10,28,38,19,7,5,13,22,220
15,52,0.224,240,41,85,0.482,16,34,0.471,13,17,0.765,6,27,33,28,10,3,16,19,31,36,0.463,240,44,86,0.512,15,32,0.469,16,22,0.727,13,31,44,25,7,9,14,17,230
15,50,0.231,240,36,83,0.434,7,26,0.269,17,24,0.708,15,33,48,14,6,1,19,22,37,28,0.569,240,40,81,0.494,15,40,0.375,23,29,0.793,5,31,36,23,12,7,12,21,214
15,49,0.234,240,52,85,0.612,13,24,0.542,25,29,0.862,6,38,44,29,10,3,12,20,16,49,0.246,240,43,93,0.462,11,34,0.324,13,21,0.619,13,22,35,23,5,4,15,20,252
13,49,0.21,240,36,90,0.4,11,34,0.324,16,25,0.64,17,32,49,17,4,5,12,18,38,23,0.623,240,40,83,0.482,17,41,0.415,16,19,0.842,8,36,44,27,6,9,7,21,212
13,48,0.213,240,48,97,0.495,9,31,0.29,7,10,0.7,10,30,40,33,5,6,13,16,44,19,0.698,240,53,92,0.576,16,37,0.432,11,16,0.688,11,32,43,40,8,5,11,10,245
13,42,0.236,240,47,86,0.547,10,22,0.455,24,28,0.857,15,29,44,25,4,7,19,21,31,23,0.574,240,46,92,0.5,10,30,0.333,28,30,0.933,10,21,31,29,10,4,9,15,258
13,41,0.241,240,44,88,0.5,13,32,0.406,19,24,0.792,11,28,39,27,5,4,13,15,30,23,0.566,240,52,89,0.584,21,41,0.512,15,18,0.833,7,28,35,38,9,5,10,22,260
13,39,0.25,240,40,80,0.5,7,21,0.333,24,33,0.727,6,34,40,22,5,4,13,26,24,30,0.444,240,41,90,0.456,15,39,0.385,20,27,0.741,13,30,43,21,9,7,9,25,228
13,38,0.255,240,41,94,0.436,7,23,0.304,23,31,0.742,24,41,65,20,6,12,17,20,24,27,0.471,240,38,103,0.369,12,43,0.279,18,22,0.818,24,28,52,22,11,6,10,23,218
11,38,0.224,240,39,76,0.513,5,21,0.238,12,20,0.6,10,36,46,24,5,6,22,20,30,20,0.6,240,40,87,0.46,15,36,0.417,18,22,0.818,11,25,36,29,12,4,9,16,208
11,37,0.229,240,42,97,0.433,5,28,0.179,14,20,0.7,17,40,57,29,5,10,14,15,22,26,0.458,240,39,98,0.398,12,38,0.316,18,23,0.783,15,33,48,27,13,7,7,16,211
11,36,0.234,240,44,88,0.5,11,30,0.367,20,30,0.667,12,35,47,24,11,5,20,15,24,25,0.49,240,41,91,0.451,16,42,0.381,16,22,0.727,12,29,41,19,8,7,19,22,233
10,35,0.222,240,46,91,0.505,10,32,0.313,15,20,0.75,12,35,47,21,4,5,19,22,12,34,0.261,240,48,96,0.5,9,36,0.25,17,25,0.68,11,26,37,27,14,10,9,20,239
10,30,0.25,240,38,89,0.427,11,36,0.306,9,15,0.6,12,29,41,26,8,7,18,19,20,21,0.488,240,38,80,0.475,10,28,0.357,18,22,0.818,9,35,44,23,8,4,17,18,200
10,29,0.256,240,38,92,0.413,15,42,0.357,23,26,0.885,14,35,49,19,4,3,14,21,20,21,0.488,240,46,93,0.495,19,48,0.396,20,21,0.952,9,33,42,33,10,5,8,20,245
10,27,0.27,240,38,82,0.463,9,29,0.31,21,29,0.724,8,38,46,21,4,4,10,28,22,16,0.579,240,34,81,0.42,13,43,0.302,30,34,0.882,8,33,41,19,8,6,8,19,217
10,26,0.278,240,29,77,0.377,14,46,0.304,16,23,0.696,12,40,52,20,4,6,24,24,19,18,0.514,240,35,90,0.389,15,51,0.294,23,32,0.719,16,30,46,20,10,5,10,20,196
9,23,0.281,240,37,81,0.457,8,26,0.308,24,28,0.857,12,33,45,26,9,3,14,21,17,16,0.515,240,36,80,0.45,16,44,0.364,24,27,0.889,7,27,34,20,10,7,14,21,218
9,22,0.29,240,41,88,0.466,17,43,0.395,11,17,0.647,9,40,49,22,6,4,16,23,12,21,0.364,240,41,91,0.451,11,37,0.297,23,33,0.697,11,34,45,19,11,6,11,18,226
9,21,0.3,240,40,94,0.426,5,24,0.208,20,31,0.645,16,25,41,23,13,3,11,16,10,20,0.333,240,46,83,0.554,17,34,0.5,15,19,0.789,9,37,46,30,6,6,19,23,229
9,20,0.31,240,36,90,0.4,3,29,0.103,20,29,0.69,18,33,51,19,7,6,15,18,17,13,0.567,240,40,85,0.471,13,36,0.361,14,19,0.737,10,26,36,20,8,4,12,20,202
9,19,0.321,240,44,94,0.468,9,33,0.273,11,17,0.647,18,33,51,22,10,4,14,19,15,15,0.5,240,39,88,0.443,16,47,0.34,17,23,0.739,14,26,40,21,10,6,14,19,219
9,18,0.333,240,34,81,0.42,12,35,0.343,31,34,0.912,17,50,67,16,6,9,22,21,16,12,0.571,240,33,103,0.32,13,51,0.255,18,19,0.947,18,26,44,22,13,7,9,24,208
